gene_name	N18	N19	N20	N21	N3	N4
prnC_locusTag_PFL_3606	23	10	12	9	26	9
prnD_locusTag_PFL_3607	9	40	9	8	36	3
proA_locusTag_PFL_5456	525	563	218	242	420	132
proB_locusTag_PFL_5326	243	148	96	48	167	71
proC_locusTag_PFL_5839	12	8	0	0	0	20
proS_locusTag_PFL_1256	278	324	87	128	316	127
proY_locusTag_PFL_0408	20	8	6	0	40	22
prpB_locusTag_PFL_1861	9	7	8	0	15	0
prpC_locusTag_PFL_1862	62	32	43	16	69	21
prpD_locusTag_PFL_1865	28	13	6	3	21	4
prpF_locusTag_PFL_1864	6	4	1	0	19	0
prrF1_locusTag_PFL_6290	0	0	0	0	0	0
prrF2_locusTag_PFL_6288	0	3	0	0	32	0
prs_locusTag_PFL_5165	41	36	0	10	60	33
prtI_locusTag_PFL_3947	0	0	0	1	13	0
prtN_locusTag_PFL_1982	1	9	0	0	6	0
prtR_locusTag_PFL_1210	0	7	0	0	5	0
prtR_locusTag_PFL_3948	3	1	0	0	12	0
psd_locusTag_PFL_0552	74	128	13	20	76	1
pseC_locusTag_PFL_1622	0	22	6	8	30	0
pseF_locusTag_PFL_1623	4	3	0	6	2	0
pseG_locusTag_PFL_1624	0	15	4	6	31	9
pseH_locusTag_PFL_3802	63	29	0	3	0	0
pseI_locusTag_PFL_1625	99	87	9	24	82	86
pslA_locusTag_PFL_4208	41	28	22	17	71	20
pslB_locusTag_PFL_4209	32	54	11	37	64	28
pslC_locusTag_PFL_4219	37	19	0	24	27	17
pslD_locusTag_PFL_4210	4	7	0	0	7	4
pslE_locusTag_PFL_4211	33	11	0	10	20	30
pslF_locusTag_PFL_4212	5	6	5	1	4	2
pslG_locusTag_PFL_4213	38	28	6	14	16	7
pslH_locusTag_PFL_4214	17	14	11	8	24	0
pslI_locusTag_PFL_4215	4	6	2	5	8	0
pslJ_locusTag_PFL_4216	25	21	12	11	23	12
pslK_locusTag_PFL_4218	10	19	1	4	12	14
psoR_locusTag_PFL_5298	188	148	99	72	189	27
pspA_locusTag_PFL_3204	7	18	1	5	23	10
pspB_locusTag_PFL_3203	43	30	13	20	23	1
psrA_locusTag_PFL_1950	20	13	3	7	20	1
pssA_1_locusTag_PFL_5252	297	371	142	104	382	72
pssA_2_locusTag_PFL_3260	55	222	31	15	104	25
pstA_locusTag_PFL_6117	62	41	32	17	41	36
pstB_locusTag_PFL_6116	26	86	16	9	27	5
pstC_locusTag_PFL_6118	41	37	37	2	49	19
pstS_locusTag_PFL_6119	29	41	27	11	62	20
pta_locusTag_PFL_0938	193	248	51	68	136	77
pth_locusTag_PFL_5167	25	21	12	0	7	11
ptrB_locusTag_PFL_1507	290	311	86	41	237	54
ptsH_locusTag_PFL_0911	63	12	8	0	16	9
ptsN_locusTag_PFL_0913	153	195	81	85	287	140
ptsP_locusTag_PFL_4931	130	106	53	70	85	69
ptsP_locusTag_PFL_5899	604	849	246	255	477	189
pueA_locusTag_PFL_3202	48	21	32	7	43	20
pueB_locusTag_PFL_3205	22	92	18	58	48	44
pupI_locusTag_PFL_2529	8	0	0	0	2	0
pupR_locusTag_PFL_2528	0	27	5	0	30	0
purA_locusTag_PFL_0571	8	6	5	2	5	23
purB_locusTag_PFL_3893	103	81	40	20	41	71
purC_locusTag_PFL_1460	0	0	0	0	0	0
purD_locusTag_PFL_0665	96	91	30	17	15	41
purE_locusTag_PFL_6126	89	61	15	19	24	48
purF_locusTag_PFL_2077	142	49	64	14	96	113
purH_locusTag_PFL_0666	205	151	71	45	103	24
purK_locusTag_PFL_6125	139	81	38	22	86	32
purL_locusTag_PFL_1076	90	67	48	13	47	24
purM_locusTag_PFL_4440	67	30	13	0	56	35
purN_locusTag_PFL_4441	33	68	8	36	55	75
purT_locusTag_PFL_1089	27	44	16	6	33	0
purU_1_locusTag_PFL_4786	214	207	45	38	111	82
purU_2_locusTag_PFL_5724	10	26	18	15	14	14
putA_locusTag_PFL_0495	1051	1496	568	691	1208	187
putP_locusTag_PFL_0496	12	7	16	6	15	30
puuA_locusTag_PFL_2341	8	16	0	7	4	5
puuA_locusTag_PFL_5930	88	50	27	4	37	45
puuB_locusTag_PFL_2343	54	66	25	28	47	28
puuC_locusTag_PFL_2342	22	7	16	5	28	21
puuD_locusTag_PFL_2340	50	79	37	29	85	21
puuP_locusTag_PFL_4897	58	26	16	26	36	7
puuR_locusTag_PFL_6035	309	250	77	55	298	110
pvdA_locusTag_PFL_4079	45	48	27	15	28	2
pvdD_locusTag_PFL_4093	146	113	82	33	141	65
pvdE_locusTag_PFL_4091	135	113	59	33	139	54
pvdF_locusTag_PFL_4090	5	0	5	0	11	4
pvdH_locusTag_PFL_4179	38	32	26	28	15	24
pvdI_locusTag_PFL_4095	65	55	27	60	120	20
pvdJ_locusTag_PFL_4094	37	30	18	19	31	34
pvdL_locusTag_PFL_4189	43	52	38	26	75	4
pvdM_locusTag_PFL_4087	30	1	11	6	0	6
pvdN_locusTag_PFL_4088	70	35	12	4	35	46
pvdO_locusTag_PFL_4089	6	8	0	14	8	0
pvdP_locusTag_PFL_4086	66	23	13	37	46	21
pvdQ_locusTag_PFL_2902	34	28	8	26	44	13
pvdS_locusTag_PFL_4190	5	0	0	21	7	0
pvdY_locusTag_PFL_4191	0	0	0	0	8	0
pyk_1_locusTag_PFL_1697	6	7	0	0	5	11
pyk_2_locusTag_PFL_4797	33	17	16	17	2	5
pyrB_locusTag_PFL_5833	31	50	35	3	29	13
pyrC_locusTag_PFL_4855	104	74	35	20	88	51
pyrC_locusTag_PFL_5834	279	343	73	104	278	145
pyrD_locusTag_PFL_1877	41	37	29	18	22	10
pyrE_locusTag_PFL_6056	210	216	142	69	194	229
pyrF_locusTag_PFL_1754	91	32	35	6	42	19
pyrG_locusTag_PFL_1194	15	19	0	8	36	28
pyrH_locusTag_PFL_1178	26	72	8	0	7	10
pyrP_locusTag_PFL_5140	91	76	24	29	113	58
pyrR_locusTag_PFL_5832	43	57	20	22	25	0
qor_1_locusTag_PFL_2346	59	57	56	4	62	30
qor_2_locusTag_PFL_0026	64	145	66	42	88	12
queA_locusTag_PFL_4975	299	246	125	143	235	142
queC_locusTag_PFL_5031	253	207	62	38	180	58
queD_locusTag_PFL_4019	11	10	0	2	11	0
queF_locusTag_PFL_1967	177	141	45	53	122	68
quiA_locusTag_PFL_5668	290	258	255	153	271	61
quiP_locusTag_PFL_1268	114	111	68	36	93	6
radA_locusTag_PFL_5356	330	324	184	73	201	97
radC_locusTag_PFL_6051	49	35	32	11	71	58
rarD_1_locusTag_PFL_3385	9	22	10	17	11	5
rarD_2_locusTag_PFL_5698	152	182	56	62	108	52
rbfA_locusTag_PFL_0845	15	2	0	0	11	0
rbsA_locusTag_PFL_2102	10	38	0	1	32	30
rbsB_locusTag_PFL_2101	11	22	0	0	9	6
rbsC_locusTag_PFL_2103	3	13	0	2	21	4
rbsD_locusTag_PFL_2106	6	10	0	0	7	0
rbsK_locusTag_PFL_2105	33	29	9	7	18	20
rbsR_locusTag_PFL_2104	0	17	0	6	15	12
rdgB_locusTag_PFL_5845	20	5	0	0	6	0
rdoA_locusTag_PFL_5697	30	27	2	10	38	16
rebB_1_locusTag_PFL_0183	23	8	0	3	0	24
rebB_2_locusTag_PFL_0184	25	0	0	0	11	19
recA_locusTag_PFL_1231	12	7	19	0	5	13
recB_locusTag_PFL_0741	89	39	0	22	76	20
recC_locusTag_PFL_0740	41	44	10	24	56	32
recD_locusTag_PFL_0742	5	23	0	1	21	0
recF_locusTag_PFL_0003	132	129	72	123	235	170
recG_locusTag_PFL_6071	381	321	148	146	367	245
recJ_locusTag_PFL_1120	24	36	0	2	1	2
recN_locusTag_PFL_0825	1930	1410	460	345	4649	3561
recO_locusTag_PFL_1073	3	28	0	1	0	4
recQ_locusTag_PFL_1579	47	32	26	0	53	27
recR_locusTag_PFL_1907	15	25	12	9	12	0
recX_locusTag_PFL_1232	37	0	12	0	37	5
relA_locusTag_PFL_4446	1284	844	491	479	713	285
rep_locusTag_PFL_6031	29	68	5	21	69	22
retS_locusTag_PFL_0664	378	436	213	86	302	143
rfaC_locusTag_PFL_0512	6	19	7	4	31	28
rfaF_locusTag_PFL_0511	18	1	0	7	0	0
rfaH_locusTag_PFL_5092	53	31	24	44	39	33
rfbA_locusTag_PFL_0304	276	212	107	62	117	60
rfbB_locusTag_PFL_0305	265	425	176	83	344	26
rfbC_locusTag_PFL_0303	134	92	24	21	33	0
rfbD_locusTag_PFL_0302	78	103	55	39	15	5
rfbF_locusTag_PFL_5094	12	1	0	7	1	0
rfbG_locusTag_PFL_5095	44	40	10	20	64	24
rgsA_locusTag_PFL_6287	99	91	501	118	180	21
rhdA_locusTag_PFL_0553	146	113	27	24	122	45
rhlB_locusTag_PFL_1046	416	458	175	101	536	167
rhlE_1_locusTag_PFL_5407	284	254	86	99	381	166
rhlE_2_locusTag_PFL_5801	0	0	0	12	19	15
rhlG_locusTag_PFL_1243	19	14	16	27	19	2
rho_locusTag_PFL_5981	1511	1709	308	366	1085	443
rhtB_locusTag_PFL_5991	105	99	120	21	38	12
ribA_locusTag_PFL_5514	159	325	13	21	171	66
ribB_locusTag_PFL_5520	226	244	91	68	158	101
ribD_1_locusTag_PFL_1032	0	0	6	0	0	0
ribD_2_locusTag_PFL_5522	94	108	17	2	63	37
ribE_locusTag_PFL_5519	212	247	83	71	167	61
ribE_locusTag_PFL_5521	64	64	21	62	171	31
ribF_locusTag_PFL_5322	287	232	51	60	282	93
ribH_locusTag_PFL_4508	25	26	0	7	21	1
rihA_locusTag_PFL_2107	92	101	7	38	86	4
rimI_locusTag_PFL_5237	8	15	17	6	35	0
rimK_locusTag_PFL_0278	183	231	101	39	173	28
rimM_locusTag_PFL_1095	9	3	0	13	3	0
rimO_locusTag_PFL_1247	195	330	122	43	191	48
rlmB_locusTag_PFL_0578	15	3	8	23	4	26
rlmG_locusTag_PFL_5361	81	83	36	15	31	7
rlmH_locusTag_PFL_5453	53	49	44	8	24	27
rlmL_locusTag_PFL_1878	22	40	7	7	24	13
rlmN_locusTag_PFL_4957	435	375	103	100	399	152
rluA_locusTag_PFL_4382	26	15	0	0	3	2
rluB_locusTag_PFL_1602	1	12	10	0	0	8
rluC_locusTag_PFL_1788	30	19	42	4	72	30
rluD_locusTag_PFL_5306	210	415	62	66	311	102
rluE_locusTag_PFL_5423	98	74	1	1	12	10
rnc_locusTag_PFL_1071	7	3	0	0	0	0
rnd_locusTag_PFL_1495	24	17	0	0	11	0
rne_locusTag_PFL_1787	990	1470	361	393	894	334
rnfB_locusTag_PFL_4846	0	9	5	1	13	0
rnfD_locusTag_PFL_4847	12	11	0	8	0	6
rnfG_locusTag_PFL_4848	0	10	0	0	0	3
rng_locusTag_PFL_0900	70	9	0	0	47	40
rnhA_locusTag_PFL_3297	127	140	34	30	33	12
rnhB_locusTag_PFL_1190	9	0	0	1	10	0
rnk_locusTag_PFL_6009	97	91	12	14	38	1
rnpB_locusTag_PFL_6307	101683	118323	28033	32963	146124	49479
rnr_locusTag_PFL_0577	50	9	13	6	57	4
rnt_locusTag_PFL_4856	14	0	0	0	2	13
rpeA_locusTag_PFL_3268	65	84	33	29	34	3
rpe_locusTag_PFL_5631	1000	1503	320	386	1055	574
rph_locusTag_PFL_6059	494	487	190	145	319	195
rpiA_locusTag_PFL_5906	6	17	5	5	13	10
rplA_locusTag_PFL_5592	440	451	116	195	230	69
rplB_locusTag_PFL_5579	1067	958	408	329	439	101
rplC_locusTag_PFL_5582	1295	1256	245	238	641	158
rplD_locusTag_PFL_5581	1143	964	313	429	354	207
rplE_locusTag_PFL_5570	894	970	681	510	507	303
rplF_locusTag_PFL_5567	1154	1353	292	276	638	203
rplI_locusTag_PFL_0582	7	8	0	0	8	5
rplJ_locusTag_PFL_5591	253	180	31	65	18	34
rplK_locusTag_PFL_5593	423	339	121	66	178	45
rplL_locusTag_PFL_5590	439	414	156	241	356	217
rplM_locusTag_PFL_5082	2424	1507	501	713	2146	258
rplN_locusTag_PFL_5572	287	537	184	217	171	95
rplO_locusTag_PFL_5563	746	630	156	271	208	54
rplP_locusTag_PFL_5575	566	423	194	235	193	109
rplQ_locusTag_PFL_5557	348	356	170	120	76	45
rplR_locusTag_PFL_5566	279	238	41	69	195	24
rplS_locusTag_PFL_1097	0	2	0	0	0	3
rplT_locusTag_PFL_2114	5	10	3	8	28	11
rplU_locusTag_PFL_5329	964	890	328	346	657	100
rplV_locusTag_PFL_5577	303	236	61	121	81	58
rplW_locusTag_PFL_5580	272	154	73	82	83	20
rplX_locusTag_PFL_5571	304	635	262	159	190	55
rpmA_locusTag_PFL_5328	1070	1016	531	433	342	59
rpmB_locusTag_PFL_6049	343	452	60	141	108	22
rpmC_locusTag_PFL_5574	6	11	0	2	0	12
rpmD_locusTag_PFL_5564	35	30	38	3	7	5
rpmE_1_locusTag_PFL_4896	19	32	2	14	12	5
rpmE_2_locusTag_PFL_0441	25	17	10	7	9	15
rpmF_locusTag_PFL_1793	0	0	0	0	0	0
rpmG_locusTag_PFL_6048	23	96	6	57	31	4
rpmH_locusTag_PFL_6231	624	331	152	129	484	64
rpmI_locusTag_PFL_2113	0	1	0	0	11	16
rpmJ_locusTag_PFL_3806	0	0	0	11	4	0
rpoA_locusTag_PFL_5558	1547	917	446	507	459	269
rpoB_locusTag_PFL_5589	1047	1644	599	667	1054	630
rpoC_locusTag_PFL_5588	1312	1806	1120	890	1212	870
rpoD_locusTag_PFL_5663	30	31	0	5	19	1
rpoH_locusTag_PFL_5854	2952	2266	780	841	2310	594
rpoN_locusTag_PFL_0915	629	622	203	196	752	356
rpoS_locusTag_PFL_1207	44	17	22	14	72	72
rpoZ_locusTag_PFL_6062	8	31	2	2	17	12
rppH_locusTag_PFL_5900	273	260	78	113	287	89
rpsA_locusTag_PFL_4308	9743	8380	2960	2788	6150	1889
rpsB_locusTag_PFL_1176	8	0	0	0	4	17
rpsC_locusTag_PFL_5576	654	916	316	363	414	114
rpsD_locusTag_PFL_5559	1106	955	450	285	495	154
rpsE_locusTag_PFL_5565	433	438	104	122	75	66
rpsF_locusTag_PFL_0579	0	0	0	0	12	1
rpsG_locusTag_PFL_5586	1879	1657	403	406	865	182
rpsH_locusTag_PFL_5568	1237	1076	188	343	734	142
rpsI_locusTag_PFL_5081	689	473	125	160	507	154
rpsJ_locusTag_PFL_5583	2495	2151	736	463	1391	237
rpsK_locusTag_PFL_5560	406	727	284	131	349	93
rpsL_locusTag_PFL_5587	2862	2812	668	760	1853	333
rpsM_locusTag_PFL_5561	496	421	189	189	242	52
rpsN_locusTag_PFL_5569	430	567	206	165	106	55
rpsO_locusTag_PFL_0847	13	33	11	9	7	5
rpsP_locusTag_PFL_1094	29	23	7	11	9	10
rpsQ_locusTag_PFL_5573	192	195	114	51	88	36
rpsR_locusTag_PFL_0580	0	0	0	0	0	4
rpsS_locusTag_PFL_5578	129	63	64	38	33	2
rpsT_locusTag_PFL_5324	8	14	0	6	21	18
rpsU_locusTag_PFL_5661	2	18	1	1	36	7
rraA_locusTag_PFL_1871	0	0	14	0	0	0
rrfA_locusTag_PFL_0123	0	0	0	0	1	0
rrfB_locusTag_PFL_0739	0	0	0	0	0	0
rrfC_locusTag_PFL_4141	0	0	0	0	0	0
rrfD_locusTag_PFL_5245	0	0	0	0	0	0
rrfE_locusTag_PFL_5602	0	0	0	0	0	0
rrf_locusTag_PFL_6292	0	0	0	0	0	0
rrlA_locusTag_PFL_0122	0	0	0	0	0	0
rrlB_locusTag_PFL_0738	0	0	0	0	0	0
rrlC_locusTag_PFL_4142	0	0	0	0	0	0
rrlD_locusTag_PFL_5246	0	0	0	0	0	0
rrlE_locusTag_PFL_5603	3	0	0	0	0	0
rrmA_locusTag_PFL_1164	6	9	3	1	0	0
rrmJ_locusTag_PFL_0835	26	29	41	4	18	7
rrsA_locusTag_PFL_0119	0	0	0	0	0	0
rrsB_locusTag_PFL_0735	0	0	0	0	0	0
rrsC_locusTag_PFL_4145	3765	1703	917	908	1847	2307
rrsD_locusTag_PFL_5249	0	1	0	0	0	8
rrsE_locusTag_PFL_5606	0	0	0	0	0	0
rseP_locusTag_PFL_1183	23	36	23	25	30	3
rsgA_locusTag_PFL_0557	198	190	114	89	209	94
rsmA_locusTag_PFL_4504	415	259	129	233	535	94
rsmB_locusTag_PFL_0020	59	33	3	0	41	17
rsmC_locusTag_PFL_5122	11	11	0	3	11	8
rsmE_locusTag_PFL_2095	273	244	151	177	278	90
rsmX_locusTag_PFL_6289	109	100	42	53	29	5
rsmY_locusTag_PFL_6291	860	1963	3473	1373	1013	410
rsmZ_locusTag_PFL_6285	0	6	0	0	0	3
rsuA_locusTag_PFL_1430	21	0	0	10	4	0
rtcA_locusTag_PFL_2308	0	0	0	0	0	0
rtcR_locusTag_PFL_2302	90	24	1	22	42	25
rubA_locusTag_PFL_6104	91	34	23	12	37	0
rubB_locusTag_PFL_6103	471	355	103	112	216	77
rulA_locusTag_PFL_4691	73	50	28	11	28	0
rulB_locusTag_PFL_4692	26	33	29	0	110	18
rumA_locusTag_PFL_4447	183	213	64	29	83	37
ruvA_locusTag_PFL_4764	33	22	38	38	61	9
ruvB_locusTag_PFL_4763	297	258	47	49	152	72
ruvC_locusTag_PFL_4765	65	60	24	37	14	1
rzxA_locusTag_PFL_2997	148	148	20	25	83	59
rzxB_locusTag_PFL_2989	193	178	72	79	160	57
rzxC_locusTag_PFL_2990	36	134	50	32	49	47
rzxD_locusTag_PFL_2991	176	138	30	38	208	41
rzxE_locusTag_PFL_2993	149	107	54	24	181	83
rzxF_locusTag_PFL_2994	43	6	19	6	64	10
rzxG_locusTag_PFL_2996	13	29	14	0	32	2
rzxH_locusTag_PFL_2992	0	1	0	0	8	0
rzxI_locusTag_PFL_2995	41	45	28	36	39	11
sbcB_locusTag_PFL_4788	148	69	20	33	114	16
sbcC_locusTag_PFL_2729	51	39	17	9	12	0
sbcD_locusTag_PFL_2730	31	35	22	9	37	9
sbp2_locusTag_PFL_1694	266	168	18	12	79	42
sbp_locusTag_PFL_0192	19	10	5	2	19	16
scoA_locusTag_PFL_2323	164	165	105	66	105	37
scpA_locusTag_PFL_1599	0	7	0	0	11	12
scpB_locusTag_PFL_1600	8	9	13	1	0	0
scrB_locusTag_PFL_3237	132	62	48	41	74	76
scrY_locusTag_PFL_3239	28	20	19	4	27	3
sdaA_locusTag_PFL_5761	50	47	29	0	79	15
sdaB_locusTag_PFL_0979	0	19	8	0	0	0
sdaC_locusTag_PFL_0978	27	7	5	3	5	11
sdhA_locusTag_PFL_1716	202	241	57	40	154	132
sdhB_locusTag_PFL_1717	89	37	20	5	30	30
sdhC_locusTag_PFL_1714	39	34	31	0	16	11
sdhD_locusTag_PFL_1715	12	21	14	15	40	32
secA_locusTag_PFL_4781	2705	2687	1007	909	2116	627
secB_locusTag_PFL_0374	8	8	0	0	25	1
secD_locusTag_PFL_4972	394	194	63	95	143	131
secE_locusTag_PFL_5595	1256	1472	304	842	1118	181
secF_locusTag_PFL_4971	118	194	44	48	121	79
secY_locusTag_PFL_5562	3234	2545	859	955	1144	668
selD_locusTag_PFL_2278	19	0	1	5	11	0
selU_locusTag_PFL_2279	27	50	23	11	8	13
serA_locusTag_PFL_5911	28	11	11	4	19	22
serB_locusTag_PFL_0551	34	23	12	10	18	9
serC_locusTag_PFL_4313	105	110	27	20	42	58
serS_locusTag_PFL_3876	255	271	150	84	151	37
sfnG_locusTag_PFL_3263	27	21	18	0	15	15
sfsA_locusTag_PFL_5268	93	47	6	8	12	21
sftP_locusTag_PFL_0213	66	34	15	44	79	37
sftR_locusTag_PFL_0212	9	13	0	0	4	0
sigX_locusTag_PFL_1875	93	73	37	13	132	25
sixA_locusTag_PFL_1743	0	0	0	0	11	1
slyD_locusTag_PFL_0940	7	4	3	4	19	3
smc_locusTag_PFL_1891	52	30	17	27	111	82
smpB_locusTag_PFL_0819	278	259	34	68	242	83
smtA_locusTag_PFL_0683	16	8	7	2	20	0
sodA1_locusTag_PFL_0909	0	10	0	0	1	8
sodB_locusTag_PFL_4826	1	11	4	11	5	10
sotB_locusTag_PFL_3504	88	154	39	25	107	10
soxA_locusTag_PFL_5726	135	89	156	44	43	16
soxB_locusTag_PFL_5728	68	69	33	37	38	21
soxD_locusTag_PFL_5727	6	0	0	0	0	0
soxG_locusTag_PFL_5725	20	7	15	5	0	0
soxR_locusTag_PFL_4160	26	0	0	9	41	8
speA_locusTag_PFL_0679	24	60	3	8	31	52
speB_locusTag_PFL_1574	29	4	0	8	15	0
speC_locusTag_PFL_0867	90	52	48	11	75	47
spoT_locusTag_PFL_6063	76	54	66	31	35	34
sppA_locusTag_PFL_1790	15	17	0	7	0	6
srpB_locusTag_PFL_6297	25	27	0	0	8	26
ssb_locusTag_PFL_5552	808	717	250	199	586	68
sspA_locusTag_PFL_5077	414	163	72	88	149	60
sspB_locusTag_PFL_5076	43	203	30	28	74	45
ssrA_locusTag_PFL_6294	184896	80714	40756	54181	138509	47511
sss_locusTag_PFL_6015	116	84	43	9	124	23
sstT_locusTag_PFL_4000	20	0	0	0	6	0
ssuA_locusTag_PFL_5937	44	26	0	0	38	25
ssuB2_locusTag_PFL_1378	3	8	5	0	0	6
ssuB_locusTag_PFL_5934	0	0	0	0	4	18
ssuC2_locusTag_PFL_1377	0	5	0	0	0	6
ssuC_locusTag_PFL_5935	11	9	0	9	44	24
ssuD_locusTag_PFL_5936	0	8	0	6	6	28
ssuE_locusTag_PFL_5938	100	85	0	0	3	1
ssuF_locusTag_PFL_5933	9	0	0	0	2	14
sthA_locusTag_PFL_1958	149	73	118	36	303	230
str_locusTag_PFL_4113	161	176	89	41	110	4
styD_locusTag_PFL_3217	39	34	6	1	23	4
sucA_locusTag_PFL_1718	954	1010	224	333	668	118
sucB_locusTag_PFL_1719	94	66	60	14	112	79
sucC_locusTag_PFL_1721	21	19	13	14	2	22
sucD_locusTag_PFL_1722	7	24	18	12	33	12
sufE_locusTag_PFL_1168	8	16	1	0	0	0
sufS_locusTag_PFL_1169	74	61	7	13	38	21
sugE_1_locusTag_PFL_4408	0	0	0	0	0	0
sugE_2_locusTag_PFL_0616	0	0	0	0	8	0
suhB_locusTag_PFL_4969	16	9	0	6	45	22
sulA_locusTag_PFL_1948	876	378	98	109	913	306
sulP_locusTag_PFL_3005	37	15	12	15	36	51
surA_locusTag_PFL_5647	5	49	0	5	9	18
surE_locusTag_PFL_1204	0	19	0	0	17	0
tadA_locusTag_PFL_4928	74	30	27	36	32	12
tagF_locusTag_PFL_6080	0	0	3	0	4	2
tagQ_locusTag_PFL_6074	33	30	48	43	41	27
tagR_locusTag_PFL_6075	36	61	13	26	38	20
tagS_locusTag_PFL_6076	0	0	5	0	10	9
tagT_locusTag_PFL_6077	11	6	11	0	0	0
tag_1_locusTag_PFL_4459	41	64	21	4	33	12
tag_2_locusTag_PFL_0015	19	19	0	0	24	19
tal_locusTag_PFL_1974	528	576	293	320	491	160
tam_locusTag_PFL_1326	67	83	58	44	114	17
tapB_locusTag_PFL_4644	8	0	16	4	4	0
tas_locusTag_PFL_5083	82	44	0	19	73	25
tatA_locusTag_PFL_0422	183	168	119	69	175	25
tatB_locusTag_PFL_0421	132	131	44	48	117	43
tatC_locusTag_PFL_0420	190	112	64	74	131	35
tatD_locusTag_PFL_4286	24	10	6	21	23	31
tauA_locusTag_PFL_0272	156	92	0	22	18	13
tauB_locusTag_PFL_0271	6	16	0	0	6	19
tauC_locusTag_PFL_0270	17	16	0	15	30	12
tauD_locusTag_PFL_0269	60	82	11	15	42	53
tcyP_locusTag_PFL_5882	100	84	64	19	68	8
tdcG_locusTag_PFL_4642	8	5	5	0	8	11
tesB_locusTag_PFL_5401	396	465	194	146	462	180
tgt_locusTag_PFL_4974	319	278	83	65	124	29
thiC_locusTag_PFL_0538	35	30	14	14	92	18
thiD_locusTag_PFL_5427	0	11	0	0	46	11
thiE_locusTag_PFL_5428	13	2	0	16	27	19
thiG_locusTag_PFL_5850	285	201	42	78	125	40
thiI_locusTag_PFL_0387	13	39	2	11	29	8
thiL_locusTag_PFL_5517	50	80	0	32	40	17
thiO_locusTag_PFL_5310	60	80	36	18	110	24
thiS_locusTag_PFL_5851	32	19	0	13	45	1
thrB_locusTag_PFL_0080	872	1116	325	453	1211	378
thrC_locusTag_PFL_1104	10	5	5	19	27	4
thrH_locusTag_PFL_1855	30	6	0	1	3	0
thrS_1_locusTag_PFL_2111	116	119	33	7	69	113
thrS_2_locusTag_PFL_6184	26	71	3	30	61	26
thyA_locusTag_PFL_5895	140	235	132	38	103	32
tig_locusTag_PFL_3988	946	1054	386	244	568	231
tilS_locusTag_PFL_1193	28	48	20	3	10	7
tkt_locusTag_PFL_5786	605	692	373	318	555	174
tldD_locusTag_PFL_0903	28	25	25	6	25	67
tme_locusTag_PFL_0443	26	12	0	0	3	33
tmk_locusTag_PFL_1801	0	47	1	3	63	16
tnpS_locusTag_PFL_3396	137	68	46	43	182	201
tnpT_locusTag_PFL_3397	23	41	6	0	4	15
tolA_locusTag_PFL_4759	333	194	35	56	176	135
tolB_locusTag_PFL_4758	272	298	89	121	172	108
tolQ_locusTag_PFL_4761	122	88	27	59	62	10
tolR_locusTag_PFL_4760	48	19	27	3	15	7
tonB1_locusTag_PFL_6069	3	25	0	0	22	6
tonB2_locusTag_PFL_0225	5	17	7	0	6	0
tonB3_locusTag_PFL_5829	33	21	18	7	27	12
tonB4_locusTag_PFL_3711	8	33	8	0	26	19
tonB5_locusTag_PFL_0991	37	1	8	13	21	14
tonB6_locusTag_PFL_2823	10	6	0	1	6	0
topA_1_locusTag_PFL_1942	14	39	32	5	59	49
topA_2_locusTag_PFL_4672	110	133	27	61	91	15
tpiA_locusTag_PFL_0839	31	20	6	22	57	38
tpm_locusTag_PFL_4249	59	62	20	18	47	9
tpx_locusTag_PFL_2858	22	6	0	12	13	9
traD_locusTag_PFL_4696	71	72	14	5	76	51
traI_locusTag_PFL_4751	354	389	141	146	392	221
treC_locusTag_PFL_4933	46	42	20	37	35	10
treP_locusTag_PFL_4934	129	92	2	25	95	45
treR_locusTag_PFL_4935	88	72	19	25	79	79
treY_locusTag_PFL_2884	65	115	113	38	71	22
treZ_locusTag_PFL_2886	118	87	119	13	108	57
trkA_locusTag_PFL_0019	42	29	20	25	42	39
trkH_locusTag_PFL_1589	33	37	15	1	17	18
trmA_locusTag_PFL_5373	12	12	10	7	3	0
trmB_locusTag_PFL_5849	56	41	18	10	45	11
trmD_locusTag_PFL_1096	6	0	5	14	4	1
trmE_locusTag_PFL_6229	44	35	22	5	24	16
trmJ_locusTag_PFL_4968	129	105	36	63	76	17
trmU_locusTag_PFL_3891	55	49	44	45	79	71
trpA_locusTag_PFL_0036	77	75	84	35	128	7
trpB_locusTag_PFL_0037	192	129	78	53	247	17
trpC_locusTag_PFL_5621	307	250	114	111	204	113
trpD_locusTag_PFL_5622	193	229	65	113	133	72
trpE_locusTag_PFL_5629	879	551	222	164	325	67
trpF_locusTag_PFL_2072	8	18	16	15	7	3
trpG_locusTag_PFL_5623	60	61	23	4	42	12
trpI_locusTag_PFL_0038	14	3	1	1	8	9
trpS_locusTag_PFL_5087	172	165	65	63	136	16
truA_locusTag_PFL_2071	0	15	1	0	17	0
truB_locusTag_PFL_0846	56	44	42	15	67	45
truD_locusTag_PFL_1203	16	3	0	0	15	0
trxA_locusTag_PFL_5982	433	529	219	114	499	121
trxB_1_locusTag_PFL_0945	10	18	0	11	0	18
trxB_2_locusTag_PFL_3881	48	41	8	18	43	9
tsf_locusTag_PFL_1177	28	20	47	5	25	23
tssA_locusTag_PFL_6086	21	6	0	9	10	6
tssB_locusTag_PFL_6087	5	30	0	1	10	14
tssC_locusTag_PFL_6088	0	43	8	0	13	8
